name,common_meal,meal_for_two,one_way_ticket,monthly_pass,gasoline,base_cost,internet,simple_apartment_centre,simple_apartment_outside,large_apartment_centre,large_apartment_outside,salary,status
"Madrid, Spain",12.90 €,60.00 €,1.50 €,54.58 €,1.93 €,151.31 €,35.09 €,"1,018.22 €",769.47 €,"1,695.38 €","1,226.59 €","1,912.52 €","Last update: September 2022
"
